Komen,klasifikasi
kenapa jadi kaya mama angkat nya rapunzel sihhh ??,1
Udah ilang dong asli ??,1
Terakhir lm2 mirip Mimi peri ratu ya????????????,1
Gak dosakan liat auratnya toh sama laki juga ??????,1
Ko bisa ya ada belahan nya?? yg gw pikirin itu biji di buang kemana??,1
Ada gk yah yang coli make vid ini (Emote batu),1
Melawan kodrat alam bun??,1
Wow lipatan yg sedap di pandang mata,1
Dosa nggk yaa mataku ini ?? ??,1
Lebar beut batoknya??????????????,1
Jadi tembem gituuu??,1
Kok Ndak punya rambut yaa ..,1
Ga malu y pke begituan.. ??,1
Diet dikit kak,1
Kalo cowo lihat beginian dosa ga si hehehe,1
Kok gak tembem yaa.. ????,1
Goyang2 awas tar itu geser yg di tengah??,1
Mulus bener gk ada bulu nya ??,1
@m.andyhakim @gustamasatrio_ @ristuhabli04 ga ada batangnya ajg,1
burung yg di bikini di kemana in tu,1
Tebel bgt guys ??,1
Musiknya norak... coba yg terbaru dong.. yametkudasi,1
Bisa bisa nya bulu nya bersih,1
Itu Masker buat nutupi mulut bund bkan yg lain ??,1
Dosa mata ya yg kaya gini ni,1
Ga ada malu malu nya,1
Ini mah bikin malu kaum hawa,1
YANG NGACENG GAY,1
ratu buat mata ku berdosa,1
Aku fokus ke itunya kok rata kemana senjatanya woy????,1
Salut ini contoh salah satu waria yg gak gagal operasi ????????,1
Burungnya terbang ya?,1
"Pertanyaan gw sampe skrg.. sebenrnya kan lucinta cwo kan. Nah cwe klo liat dia dosa gak ya. Tp kan dia dah oplas kelam**n, cwo nonton dia dosa ga ya",1
Malah kaya kuntilanak di film #mangkujiwo,1
Ratu gemukan skrg ya ????,1
Yg di tutupi sudah terbayang??????,1
Jangan bayangin talinya lepas. Tolong jangannn??,1
Kok pengen ketawa liat kk. Luna ????,1
?????????????? udah ngak ada burung puyuh nya,1
Pada penasaran kan lo itu batang di masukin apa di gimanain ??,1
Kontol nya mana kk,1
"aku gak sengaja liat,,dosa GK ya??",1
Ka @lucintaluna_manjalita kok kaya gemukan??,1
"Aku penasaran, ratu salomeh juga diet ga sih buat jaga badannya?",1
"Aku tuh antaraaa ... halal atau tdak halal sih liat yg kaya gini ?? klo lihat cwe sma cwe gppa kan, tapi,, hah ntahlah",1
"maaf maaf ratu, tp lebih kek kunti di kamar ibu ku????",1
Kok jijik gua ya,1
Anjing gw sebagai cewe iri??,1
Itu dipotong ? Beneran tanya ?,1
Rambutnya ngeri??,1
Itu muka gosong kah ??,1
Awww teu sanggup ningall na bikin sangeee,1
Body good tapi naggk ad auranya ??,1
Lagi nyari yg menonjol ??,1
o - okee dia menghilang ??,1
Itu nya di kubur duluan apa di awetin jd pas mati dikubur bareng?,1
Request dong bh sama CD Nya yg transparan..,1
ratuuu itu yg belakanh ketutup??,1
"ya allah kenp sebegitunya jg ya,jd mual liatnya",1
Anjir kaya kuntilanak,1
Mata gw tlong mata gw... jaga jaga bay... itu kintil kok bay...,1
Itu tititnya kmna?,1
Khodam nya engga bergetar kan ratu?,1
Mana kontolnya,1
Bekas jaitan ade nya udh kering? ??,1
Kok gda burung nya,1
Itu wig sama kaya yg dipake mbak bulan di film pas jd suzana sundel bolong ya? Plek ketiplek kok,1
Hebaaat bisa bentuk jalur gitu yaa? Kira kira di ewe bisa gaa ya?? ??,1
Kalo dia mens ga sih..?? Serius nanya..??,1
Belahannyaaaa pengen gua colok,1
Btw cowo klo liat kak luna dosa gak yaa??,1
Kesannya kok murahan,1
